,from1,to,walktime,distance,popularity,category,rideDuration
7202,30,214,4306.14303029788,5985.53881211406,0,Leisure/Recreation,0
7203,30,215,3116.09185146204,4331.36767353223,0,Transport,0
7204,30,216,1676.16293599007,2329.8664810262,0,Place Of Assembly,0
7205,30,217,1707.95344735444,2374.05529182267,0,Community Use,0
7206,30,218,1632.81204009075,2269.60873572614,0,Purpose Built,0
7207,30,219,903.835373495935,1256.33116915935,0,Leisure/Recreation,0
7208,30,220,2478.91207251638,3445.68778079776,0,Place Of Assembly,0
7209,30,221,2166.72890392806,3011.75317646001,0,Community Use,0
7210,30,222,2402.70078864745,3339.75409621995,0,Leisure/Recreation,0
7211,30,223,1338.69738673395,1860.78936756019,0,Leisure/Recreation,0
7212,30,224,1351.45834377873,1878.52709785243,0,Mixed Use,0
7213,30,225,2140.13314724555,2974.78507467132,0,Community Use,0
7214,30,226,1906.76120962426,2650.39808137772,0,Health Services,0
7215,30,227,2967.27036252946,4124.50580391595,0,Health Services,0
7216,30,228,1492.85151604351,2075.06360730048,0,Leisure/Recreation,0
7217,30,229,1399.81548550323,1945.74352484949,0,Mixed Use,0
7218,30,230,1513.38791315959,2103.60919929183,0,Community Use,0
7219,30,231,1497.76042792592,2081.88699481703,0,Place Of Assembly,0
7220,30,232,2101.39358841058,2920.9370878907,0,Transport,0
7221,30,233,2065.85084451558,2871.53267387665,0,Place Of Assembly,0
7222,30,234,603.912478672125,839.438345354254,0,Education Centre,0
7223,30,235,1920.42135876286,2669.38568868037,0,Retail,0
7224,30,236,1927.00909547544,2678.54264271086,0,Retail,0
7225,30,237,2748.45937868954,3820.35853637846,0,Leisure/Recreation,0
7226,30,238,1994.9432458506,2772.97111173234,0,Health Services,0
7227,30,239,1811.30109294632,2517.70851919538,0,Residential Accommodation,0
7228,30,240,1933.79786183581,2687.97902795177,0,Health Services,0
7229,30,241,2020.5554942892,2808.57213706198,0,Place Of Assembly,0
7230,30,242,1805.92151884246,2510.23091119102,0,Mixed Use,0
7231,31,1,5125.80529778831,7124.86936392574,0,Transport,0
7232,31,2,2435.06498497743,3384.74032911863,0,Mixed Use,0
7233,31,3,2371.15650781969,3295.90754586937,0,Place Of Assembly,0
7234,31,4,2918.82563615944,4057.16763426162,0,Leisure/Recreation,0
7235,31,5,2735.10703231238,3801.79877491421,0,Place of Worship,0
7236,31,6,2684.23898164097,3731.09218448096,0,Place of Worship,0
7237,31,7,2719.44946332091,3780.03475401606,0,Place of Worship,0
7238,31,8,3223.2876985948,4480.36990104678,0,Place of Worship,0
7239,31,9,3618.38159183793,5029.55041265473,0,Place of Worship,0
7240,31,10,3075.68796427058,4275.2062703361,0,Place of Worship,0
7241,31,11,2919.45214318976,4058.03847903377,0,Place of Worship,0
7242,31,12,2785.66833689918,3872.07898828986,0,Place of Worship,0
7243,31,13,2355.79843584482,3274.5598258243,0,Place of Worship,0
7244,31,14,2351.20032248504,3268.1684482542,0,Place of Worship,0
7245,31,15,2597.2234029537,3610.14053010564,0,Place of Worship,0
7246,31,16,2567.95316203515,3569.45489522886,0,Place of Worship,0
7247,31,17,2462.36801816475,3422.691545249,0,Place of Worship,0
7248,31,18,2139.8690612019,2974.41799507064,0,Place of Worship,0
7249,31,19,1969.23100305228,2737.23109424267,0,Place of Worship,0
7250,31,20,3821.66586728734,5312.1155555294,0,Place of Worship,0
7251,31,21,2344.56831951281,3258.9499641228,0,Place of Worship,0
7252,31,22,3737.4687913459,5195.0816199708,0,Place of Worship,0
7253,31,23,3222.40438611926,4479.14209670577,0,Place of Worship,0
7254,31,24,4518.48192682875,6280.68987829196,0,Place of Worship,0
7255,31,25,4410.63551559143,6130.78336667209,0,Place of Worship,0
7256,31,26,4646.62744166465,6458.81214391387,0,Place of Worship,0
7257,31,27,5296.15146470819,7361.65053594439,0,Place of Worship,0
7258,31,28,5157.60219471725,7169.06705065697,0,Place of Worship,0
7259,31,29,2360.44453495225,3281.01790358363,0,Place of Worship,0
7260,31,30,706.899690027593,982.590569138354,0,Place of Worship,0
7261,31,32,171.328857164749,238.147111459001,0,Place of Worship,0
7262,31,33,3838.12939446547,5334.99985830701,0,Health Services,0
7263,31,34,2631.19210792089,3657.35703001004,0,Place of Worship,0
7264,31,35,2286.85582226095,3178.72959294272,0,Community Use,0
7265,31,36,3779.30671276443,5253.23633074256,0,Community Use,0
7266,31,37,2530.05153361639,3516.77163172678,0,Community Use,0
7267,31,38,2527.67146925566,3513.46334226537,0,Community Use,0
7268,31,39,5011.22428971059,6965.60176269772,0,Leisure/Recreation,0
7269,31,40,3599.13431481182,5002.79669758843,0,Leisure/Recreation,0
7270,31,41,4814.55184958293,6692.22707092028,0,Transport,0
7271,31,42,5057.81921048702,7030.36870257695,0,Leisure/Recreation,0
7272,31,43,2326.57750910404,3233.94273765461,0,Leisure/Recreation,0
7273,31,44,4310.86688565981,5992.10497106714,0,Community Use,0
7274,31,45,4772.92275178868,6634.36262498627,0,Leisure/Recreation,0
7275,31,46,4822.5035520634,6703.27993736813,0,Leisure/Recreation,0
7276,31,47,3210.88075799638,4463.12425361497,0,Retail,0
7277,31,48,3257.48521802866,4527.90445305984,0,Education Centre,0
7278,31,49,3717.98239982862,5167.99553576178,0,Education Centre,0
7279,31,50,3234.8795986004,4496.48264205455,0,Leisure/Recreation,0
7280,31,51,2930.02619760898,4072.73641467648,0,Place Of Assembly,0
7281,31,52,1418.71395493757,1972.01239736322,0,Leisure/Recreation,0
7282,31,53,786.120283204043,1092.70719365362,0,Education Centre,0
7283,31,54,657.831120551655,914.3852575668,0,Education Centre,0
7284,31,55,1858.73557509151,2583.6424493772,0,Place Of Assembly,0
7285,31,56,1867.53137307516,2595.86860857447,0,Place Of Assembly,0
7286,31,57,1897.43267920373,2637.43142409318,0,Place Of Assembly,0
7287,31,58,1682.39825736645,2338.53357773937,0,Education Centre,0
7288,31,59,523.615389608107,727.825391555269,0,Place Of Assembly,0
7289,31,60,6125.79449429074,8514.85434706413,0,Leisure/Recreation,0
7290,31,61,2743.75674339532,3813.82187331949,0,Transport,0
7291,31,62,2544.42446351475,3536.7500042855,0,Place Of Assembly,0
7292,31,63,2194.601698772,3050.49636129308,0,Leisure/Recreation,0
7293,31,64,3945.82245000818,5484.69320551138,0,Education Centre,0
7294,31,65,2804.76549338206,3898.62403580107,0,Community Use,0
7295,31,66,2273.97475835107,3160.82491410798,0,Place Of Assembly,0
7296,31,67,2321.04367318079,3226.2507057213,0,Mixed Use,0
7297,31,68,2311.76839280158,3213.3580659942,0,Office,0
7298,31,69,2520.70619775544,3503.78161488006,0,Health Services,0
7299,31,70,2373.72705482519,3299.48060620701,0,Leisure/Recreation,0
7300,31,71,3930.69295324985,5463.6632050173,0,Office,0
7301,31,72,2831.64882116324,3935.99186141691,0,Community Use,0
7302,31,73,2937.99951738575,4083.81932916619,0,Transport,0
7303,31,74,2756.43842971046,3831.44941729754,0,Community Use,0
7304,31,75,1534.14565817699,2132.46246486602,0,Leisure/Recreation,0
7305,31,76,1706.13585508883,2371.52883857348,0,Leisure/Recreation,0
7306,31,77,4997.28034608851,6946.21968106303,0,Sports ,0
7307,31,78,1813.1992096217,2520.34690137416,0,Office,0
7308,31,79,2332.86746671521,3242.68577873414,0,Place Of Assembly,0
7309,31,80,2458.28962063839,3417.02257268736,0,Place Of Assembly,0
7310,31,81,2421.98055475912,3366.55297111517,0,Place Of Assembly,0
7311,31,82,4602.0110269883,6396.79532751374,0,Vacant Land,0
7312,31,83,4653.51179060407,6468.38138893966,0,Leisure/Recreation,0
7313,31,84,2057.88768294847,2860.46387929838,0,Mixed Use,0
7314,31,85,1621.00719267835,2253.1999978229,0,Place Of Assembly,0
7315,31,86,1604.03628912996,2229.61044189065,0,Place Of Assembly,0
7316,31,87,2526.42858163663,3511.73572847492,0,Place of Worship,0
7317,31,88,1837.32454606979,2553.881119037,0,Place Of Assembly,0
7318,31,89,2476.85509213496,3442.8285780676,0,Office,0
7319,31,90,2381.50910408698,3310.2976546809,0,Community Use,0
7320,31,91,2912.10989991183,4047.83276087744,0,Office,0
7321,31,92,2595.22967761832,3607.36925188946,0,Mixed Use,0
7322,31,93,1784.70009561007,2480.733132898,0,Leisure/Recreation,0
7323,31,94,1554.1493162416,2160.26754957583,0,Community Use,0
7324,31,95,2255.48076921225,3135.11826920503,0,Purpose Built,0
7325,31,96,2626.91767877091,3651.41557349156,0,Health Services,0
7326,31,97,2130.72132825982,2961.70264628115,0,Office,0
7327,31,98,2109.75928953927,2932.56541245959,0,Place Of Assembly,0
7328,31,99,2112.62602863412,2936.55017980143,0,Leisure/Recreation,0
7329,31,100,1753.5353192279,2437.41409372679,0,Place Of Assembly,0
7330,31,101,3450.12519820057,4795.67402549879,0,Leisure/Recreation,0
7331,31,102,3803.83014806931,5287.32390581634,0,Purpose Built,0
7332,31,103,3207.77675299644,4458.80968666506,0,Purpose Built,0
7333,31,104,2918.99096197832,4057.39743714987,0,Leisure/Recreation,0
7334,31,105,3585.05818577287,4983.23087822429,0,Mixed Use,0
7335,31,106,3689.58260478279,5128.51982064808,0,Vacant Land,0
7336,31,107,1286.8798996336,1788.7630604907,0,Leisure/Recreation,0
7337,31,108,3412.73880667241,4743.70694127465,0,Transport,0
7338,31,109,3294.00880653475,4578.6722410833,0,Place Of Assembly,0
7339,31,110,3826.77577755113,5319.21833079606,0,Leisure/Recreation,0
7340,31,111,3082.01176350608,4283.99635127346,0,Leisure/Recreation,0
7341,31,112,5343.95711788375,7428.10039385841,0,Education Centre,0
7342,31,113,5795.40986592174,8055.61971363122,0,Leisure/Recreation,0
7343,31,114,3870.83573109045,5380.46166621573,0,Health Services,0
7344,31,115,2754.63529446362,3828.94305930443,0,Education Centre,0
7345,31,116,2811.67187868238,3908.22391136851,0,Place Of Assembly,0
7346,31,117,2616.72257333829,3637.24437694023,0,Specialist Residential Accommodation,0
7347,31,118,2672.71917589569,3715.079654495,0,Vacant Land,0
7348,31,119,3860.96914721145,5366.74711462391,0,Sports,0
7349,31,120,1562.60483726312,2172.02072379574,0,Leisure/Recreation,0
7350,31,121,1645.67318965468,2287.48573362,0,Leisure/Recreation,0
7351,31,122,1634.55800310611,2272.0356243175,0,Leisure/Recreation,0
7352,31,123,1431.12395555422,1989.26229822036,0,Leisure/Recreation,0
7353,31,124,3103.09176221619,4313.29754948051,0,Place Of Assembly,0
7354,31,125,3131.75347227843,4353.13732646702,0,Place Of Assembly,0
7355,31,126,1734.54886458924,2411.02292177905,0,Community Use,0
7356,31,127,1718.77334300955,2389.09494678327,0,Place Of Assembly,0
7357,31,128,1766.17990681045,2454.99007046652,0,Community Use,0
7358,31,129,1765.30038254087,2453.76753173181,0,Community Use,0
7359,31,130,1752.47342997755,2435.93806766879,0,Community Use,0
7360,31,131,1999.69760795337,2779.57967505518,0,Place Of Assembly,0
7361,31,132,1978.73668197457,2750.44398794465,0,Leisure/Recreation,0
7362,31,133,1995.53452054336,2773.79298355527,0,Leisure/Recreation,0
7363,31,134,1786.21654001962,2482.84099062727,0,Leisure/Recreation,0
7364,31,135,1833.02299729813,2547.9019662444,0,Leisure/Recreation,0
7365,31,136,2463.59210773566,3424.39302975257,0,Transport,0
7366,31,137,1368.71415649466,1902.51267752758,0,Transport,0
7367,31,138,1938.55205287145,2694.58735349131,0,Transport,0
7368,31,139,4362.84211094792,6064.3505342176,0,Leisure/Recreation,0
7369,31,140,5178.00299867331,7197.4241681559,0,Leisure/Recreation,0
7370,31,141,4813.92009344339,6691.34892988631,0,Transport,0
7371,31,142,5106.88307975198,7098.56748085526,0,Transport,0
7372,31,143,5004.29561730633,6955.9709080558,0,Transport,0
7373,31,144,4485.37580333432,6234.6723666347,0,Leisure/Recreation,0
7374,31,145,4349.36049947583,6045.61109427141,0,Health Services,0
7375,31,146,5219.74740618261,7255.44889459382,0,Transport,0
7376,31,147,4568.92161593497,6350.80104614961,0,Leisure/Recreation,0
7377,31,148,1744.39906590599,2424.71470160933,0,Place Of Assembly,0
7378,31,149,1027.67812671699,1428.47259613662,0,Leisure/Recreation,0
7379,31,150,1141.70639853101,1586.9718939581,0,Community Use,0
7380,31,151,1197.3336951866,1664.29383630937,0,Residential Accommodation,0
7381,31,152,861.298093580958,1197.20435007753,0,Leisure/Recreation,0
7382,31,153,1623.50612403743,2256.67351241202,0,Leisure/Recreation,0
7383,31,154,1872.97207264264,2603.43118097327,0,Office,0
7384,31,155,1830.68837183669,2544.656836853,0,Office,0
7385,31,156,1814.79495371206,2522.56498565976,0,Office,0
7386,31,157,1855.26784893925,2578.82231002555,0,Office,0
7387,31,158,3895.92755638241,5415.33930337156,0,Leisure/Recreation,0
7388,31,159,2407.23932708171,3346.06266464357,0,Transport,0
7389,31,160,2367.58253369068,3290.93972183004,0,Transport,0
7390,31,161,2631.32446424494,3657.54100530046,0,Transport,0
7391,31,162,2983.1091325361,4146.52169422518,0,Transport,0
7392,31,163,2871.01903566457,3990.71645957375,0,Transport,0
7393,31,164,2846.76797439526,3957.00748440941,0,Transport,0
7394,31,165,2780.23196854609,3864.52243627906,0,Transport,0
7395,31,166,6518.9932680022,9061.40064252305,0,Transport,0
7396,31,167,6401.28985132173,8897.7928933372,0,Transport,0
7397,31,168,5574.88293756427,7749.08728321433,0,Transport,0
7398,31,169,2365.39148663449,3287.89416642194,0,Place Of Assembly,0
7399,31,170,503.548708880652,699.932705344106,0,Health Services,0
7400,31,171,5750.43553528506,7993.10539404624,0,Sports,0
7401,31,172,2230.90912471521,3100.96368335414,0,Leisure/Recreation,0
7402,31,173,3608.13402791325,5015.30629879942,0,Place Of Assembly,0
7403,31,174,3071.85014625473,4269.87170329407,0,Leisure/Recreation,0
7404,31,175,6648.6301237347,9241.59587199122,0,Sports,0
7405,31,176,4012.24568289894,5577.02149922953,0,Education Centre,0
7406,31,177,2588.36185417414,3597.82297730205,0,Place Of Assembly,0
7407,31,178,2632.09736679756,3658.61533984861,0,Place Of Assembly,0
7408,31,179,3517.28265208811,4889.02288640247,0,Place Of Assembly,0
7409,31,180,4094.87393150808,5691.87476479623,0,Industrial,0
7410,31,181,258.11099514738,358.774283254858,0,Leisure/Recreation,0
7411,31,182,2246.64594590691,3122.8378648106,0,Leisure/Recreation,0
7412,31,183,2120.78769526413,2947.89489641715,0,Place Of Assembly,0
7413,31,184,3976.53711212784,5527.3865858577,0,Education Centre,0
7414,31,185,2339.00846493147,3251.22176625474,0,Leisure/Recreation,0
7415,31,186,2485.98193798706,3455.51489380201,0,Place Of Assembly,0
7416,31,187,2347.76065796938,3263.38731457744,0,Place Of Assembly,0
7417,31,188,2215.45904417025,3079.48807139665,0,Place of Worship,0
7418,31,189,2195.43992621846,3051.66149744365,0,Place Of Assembly,0
7419,31,190,2171.22549390806,3018.0034365322,0,Transport,0
7420,31,191,4336.14747148652,6027.24498536626,0,Warehouse/Store,0
7421,31,192,4781.2672964922,6645.96154212415,0,Warehouse/Store,0
7422,31,193,2653.87988097799,3688.8930345594,0,Place Of Assembly,0
7423,31,194,2605.03643697092,3621.00064738958,0,Community Use,0
7424,31,195,3795.15106986084,5275.25998710658,0,Health Services,0
7425,31,196,3724.06538593065,5176.45088644361,0,Place Of Assembly,0
7426,31,197,3736.17970589742,5193.28979119741,0,Education Centre,0
7427,31,198,2962.70511602217,4118.16011127082,0,Place Of Assembly,0
7428,31,199,2947.89770346489,4097.5778078162,0,Community Use,0
7429,31,200,2935.89892549633,4080.89950643989,0,Education Centre,0
7430,31,201,2816.04340149632,3914.30032807989,0,Mixed Use,0
7431,31,202,2819.12893185256,3918.58921527505,0,Transport,0
7432,31,203,2713.84242361208,3772.24096882079,0,Mixed Use,0
7433,31,204,3259.25651622802,4530.36655755695,0,Leisure/Recreation,0
7434,31,205,3303.50908227014,4591.8776243555,0,Leisure/Recreation,0
7435,31,206,3508.33100211972,4876.58009294641,0,Leisure/Recreation,0
7436,31,207,3333.73963607739,4633.89809414757,0,Leisure/Recreation,0
7437,31,208,2588.24205898574,3597.65646199018,0,Leisure/Recreation,0
7438,31,209,4220.21442283661,5866.09804774288,0,Leisure/Recreation,0
7439,31,210,4325.58331995592,6012.56081473873,0,Office,0
7440,31,211,4354.21430434405,6052.35788303823,0,Leisure/Recreation,0
7441,31,212,3885.63818497265,5401.03707711198,0,Leisure/Recreation,0
7442,31,213,3038.09071994083,4222.94610071776,0,Leisure/Recreation,0
7443,31,214,4908.41939190116,6822.70295474261,0,Leisure/Recreation,0
7444,31,215,3817.6682029414,5306.55880208855,0,Transport,0
7445,31,216,2138.52225837504,2972.5459391413,0,Place Of Assembly,0
7446,31,217,2185.62582500953,3038.01989676325,0,Community Use,0
7447,31,218,2336.39075223575,3247.58314560769,0,Purpose Built,0
7448,31,219,1371.81254987188,1906.81944432191,0,Leisure/Recreation,0
7449,31,220,3025.70415215376,4205.72877149373,0,Place Of Assembly,0
7450,31,221,2843.43522322403,3952.3749602814,0,Community Use,0
7451,31,222,3109.39781976127,4322.06296946816,0,Leisure/Recreation,0
7452,31,223,2025.55481691892,2815.52119551729,0,Leisure/Recreation,0
7453,31,224,2038.63301560694,2833.69989169364,0,Mixed Use,0
7454,31,225,2821.70853705827,3922.17486651099,0,Community Use,0
7455,31,226,2398.54558222523,3333.97835929307,0,Health Services,0
7456,31,227,3558.37082757731,4946.13545033246,0,Health Services,0
7457,31,228,2180.67497343386,3031.13821307306,0,Leisure/Recreation,0
7458,31,229,2097.03999590575,2914.88559430899,0,Mixed Use,0
7459,31,230,2153.64084529539,2993.5607749606,0,Community Use,0
7460,31,231,2126.02814424663,2955.17912050281,0,Place Of Assembly,0
7461,31,232,2799.29917302872,3891.02585050992,0,Transport,0
7462,31,233,2495.13290568697,3468.23473890489,0,Place Of Assembly,0
7463,31,234,737.621680498538,1025.29413589297,0,Education Centre,0
7464,31,235,2571.34328836882,3574.16717083266,0,Retail,0
7465,31,236,2572.94522672262,3576.39386514444,0,Retail,0
7466,31,237,3362.5738822068,4673.97769626746,0,Leisure/Recreation,0
7467,31,238,2385.10504697527,3315.29601529562,0,Health Services,0
7468,31,239,2200.39731444222,3058.55226707468,0,Residential Accommodation,0
7469,31,240,2309.16620011977,3209.74101816648,0,Health Services,0
7470,31,241,2612.33328034685,3631.14325968212,0,Place Of Assembly,0
7471,31,242,2481.92629814787,3449.87755442554,0,Mixed Use,0
7472,32,1,5001.80872489518,6952.5141276043,0,Transport,0
7473,32,2,2301.75872629261,3199.44462954673,0,Mixed Use,0
7474,32,3,2237.39536054412,3109.97955115633,0,Place Of Assembly,0
7475,32,4,2766.16625102228,3844.97108892096,0,Leisure/Recreation,0
7476,32,5,2607.26361792334,3624.09642891344,0,Place of Worship,0
7477,32,6,2541.20280345492,3532.27189680234,0,Place of Worship,0
7478,32,7,2621.76618119552,3644.25499186178,0,Place of Worship,0
7479,32,8,3112.77806825889,4326.76151487986,0,Place of Worship,0
7480,32,9,3492.79484030269,4854.98482802075,0,Place of Worship,0
7481,32,10,2929.56352980959,4072.09330643534,0,Place of Worship,0
7482,32,11,2794.46243986648,3884.3027914144,0,Place of Worship,0
7483,32,12,2652.09455074403,3686.41142553421,0,Place of Worship,0
7484,32,13,2218.30848876827,3083.44879938789,0,Place of Worship,0
7485,32,14,2211.86820985401,3074.49681169708,0,Place of Worship,0
7486,32,15,2435.28898667582,3385.05169147939,0,Place of Worship,0
7487,32,16,2411.03641043347,3351.34061050252,0,Place of Worship,0
7488,32,17,2305.41011271903,3204.52005667946,0,Place of Worship,0
7489,32,18,1972.75609478865,2742.13097175622,0,Place of Worship,0
7490,32,19,1851.01117170967,2572.90552867643,0,Place of Worship,0
7491,32,20,3706.91546231649,5152.61249261993,0,Place of Worship,0
7492,32,21,2175.82209720583,3024.39271511611,0,Place of Worship,0
7493,32,22,3582.21645672905,4979.28087485338,0,Place of Worship,0
7494,32,23,3070.37004316777,4267.8143600032,0,Place of Worship,0
7495,32,24,4393.38932910686,6106.81116745854,0,Place of Worship,0
7496,32,25,4289.92708198838,5962.99864396385,0,Place of Worship,0
7497,32,26,4526.85655808653,6292.33061574027,0,Place of Worship,0
7498,32,27,5192.9864328075,7218.25114160242,0,Place of Worship,0
7499,32,28,5055.57446633789,7027.24850820966,0,Place of Worship,0
7500,32,29,2224.37880128395,3091.8865337847,0,Place of Worship,0
7501,32,30,639.036780453678,888.261124830612,0,Place of Worship,0
7502,32,31,171.328857164749,238.147111459001,0,Place of Worship,0
7503,32,33,3700.75929691995,5144.05542271873,0,Health Services,0
7504,32,34,2475.66357054774,3441.17236306135,0,Place of Worship,0
7505,32,35,2158.5005772066,3000.31580231717,0,Community Use,0
7506,32,36,3648.25595137986,5071.07577241801,0,Community Use,0
7507,32,37,2453.50016935048,3410.36523539717,0,Community Use,0
7508,32,38,2399.19150051594,3334.87618571715,0,Community Use,0
7509,32,39,4875.09913766619,6776.38780135601,0,Leisure/Recreation,0
7510,32,40,3459.1339730856,4808.19622258899,0,Leisure/Recreation,0
7511,32,41,4762.85211100779,6620.36443430083,0,Transport,0
7512,32,42,4909.58677352921,6824.3256152056,0,Leisure/Recreation,0
7513,32,43,2156.11209621763,2996.99581374251,0,Leisure/Recreation,0
7514,32,44,4156.24968918157,5777.18706796238,0,Community Use,0
7515,32,45,4620.04821311667,6421.86701623218,0,Leisure/Recreation,0
7516,32,46,4669.34112712959,6490.38416671013,0,Leisure/Recreation,0
7517,32,47,3086.08042541754,4289.65179133038,0,Retail,0
7518,32,48,3105.0303035092,4315.99212187779,0,Education Centre,0
7519,32,49,3561.35139210666,4950.27843502825,0,Education Centre,0
7520,32,50,3078.58278368746,4279.23006932557,0,Leisure/Recreation,0
7521,32,51,2789.4357541858,3877.31569831826,0,Place Of Assembly,0
7522,32,52,1290.02371417419,1793.13296270212,0,Leisure/Recreation,0
7523,32,53,706.901422091546,982.592976707248,0,Education Centre,0
7524,32,54,826.683759374837,1149.09042553102,0,Education Centre,0
7525,32,55,1737.18014694998,2414.68040426048,0,Place Of Assembly,0
7526,32,56,1748.14236338779,2429.91788510902,0,Place Of Assembly,0
7527,32,57,1775.87841070771,2468.47099088372,0,Place Of Assembly,0
7528,32,58,1567.86528530591,2179.33274657521,0,Education Centre,0
7529,32,59,409.686882613183,569.464766832324,0,Place Of Assembly,0
7530,32,60,6035.27639297417,8389.03418623409,0,Leisure/Recreation,0
7531,32,61,2654.16485411413,3689.28914721864,0,Transport,0
7532,32,62,2393.61052013847,3327.11862299247,0,Place Of Assembly,0
7533,32,63,2039.64778788598,2835.11042516152,0,Leisure/Recreation,0
7534,32,64,3809.28684003416,5294.90870764749,0,Education Centre,0
7535,32,65,2669.52052067442,3710.63352373744,0,Community Use,0
7536,32,66,2140.76751554512,2975.66684660772,0,Place Of Assembly,0
7537,32,67,2166.35958821206,3011.23982761477,0,Mixed Use,0
7538,32,68,2159.00271375846,3001.01377212427,0,Office,0
7539,32,69,2353.96803621278,3272.01557033576,0,Health Services,0
7540,32,70,2288.99968640048,3181.70956409667,0,Leisure/Recreation,0
7541,32,71,3801.3370797452,5283.85854084582,0,Office,0
7542,32,72,2720.15711279801,3781.01838678924,0,Community Use,0
7543,32,73,2824.36762274189,3925.87099561122,0,Transport,0
7544,32,74,2643.91275102666,3675.03872392705,0,Community Use,0
7545,32,75,1362.94954497256,1894.49986751186,0,Leisure/Recreation,0
7546,32,76,1539.55560221014,2139.9822870721,0,Leisure/Recreation,0
7547,32,77,4855.82462381144,6749.5962270979,0,Sports ,0
7548,32,78,1707.56500991441,2373.51536378103,0,Office,0
7549,32,79,2268.59789498075,3153.35107402325,0,Place Of Assembly,0
7550,32,80,2396.7696634488,3331.50983219383,0,Place Of Assembly,0
7551,32,81,2355.01987122757,3273.47762100633,0,Place Of Assembly,0
7552,32,82,4600.56062300141,6394.77926597196,0,Vacant Land,0
7553,32,83,4646.98820994775,6459.31361182737,0,Leisure/Recreation,0
7554,32,84,1940.9588734259,2697.93283406199,0,Mixed Use,0
7555,32,85,1526.22114719682,2121.44739460358,0,Place Of Assembly,0
7556,32,86,1513.64284227837,2103.96355076694,0,Place Of Assembly,0
7557,32,87,2368.66914694363,3292.45011425165,0,Place of Worship,0
7558,32,88,1716.83117534498,2386.39533372952,0,Place Of Assembly,0
7559,32,89,2323.77817467999,3230.05166280518,0,Office,0
7560,32,90,2250.0183779646,3127.5255453708,0,Community Use,0
7561,32,91,2796.77211183426,3887.51323544962,0,Office,0
7562,32,92,2538.4476120374,3528.44218073198,0,Mixed Use,0
7563,32,93,1655.43429733386,2301.05367329407,0,Leisure/Recreation,0
7564,32,94,1416.31661533175,1968.68009531114,0,Community Use,0
7565,32,95,2176.48783992184,3025.31809749135,0,Purpose Built,0
7566,32,96,2467.86796419137,3430.33647022601,0,Health Services,0
7567,32,97,1998.81405526033,2778.35153681186,0,Office,0
7568,32,98,1974.12158394032,2744.02900167704,0,Place Of Assembly,0
7569,32,99,1980.43442936638,2752.80385681927,0,Leisure/Recreation,0
7570,32,100,1586.03306979288,2204.58596701211,0,Place Of Assembly,0
7571,32,101,3372.61200287049,4687.93068398998,0,Leisure/Recreation,0
7572,32,102,3732.53077127491,5188.21777207213,0,Purpose Built,0
7573,32,103,3124.97163449365,4343.71057194617,0,Purpose Built,0
7574,32,104,2851.77583531541,3963.96841108843,0,Leisure/Recreation,0
7575,32,105,3510.98514073883,4880.26934562698,0,Mixed Use,0
7576,32,106,3613.83555098163,5023.23141586446,0,Vacant Land,0
7577,32,107,1120.79569097657,1557.90601045743,0,Leisure/Recreation,0
7578,32,108,3334.3545666285,4634.75284761362,0,Transport,0
7579,32,109,3217.33202641041,4472.09151671047,0,Place Of Assembly,0
7580,32,110,3745.6610256928,5206.46882571299,0,Leisure/Recreation,0
7581,32,111,3031.36814145679,4213.60171662494,0,Leisure/Recreation,0
7582,32,112,5240.00813235654,7283.61130397559,0,Education Centre,0
7583,32,113,5689.67379120013,7908.64656976817,0,Leisure/Recreation,0
7584,32,114,3737.74774850372,5195.46937042017,0,Health Services,0
7585,32,115,2688.08632239204,3736.43998812493,0,Education Centre,0
7586,32,116,2742.74364142897,3812.41366158627,0,Place Of Assembly,0
7587,32,117,2546.85487558861,3540.12827706817,0,Specialist Residential Accommodation,0
7588,32,118,2597.17323669027,3610.07079899948,0,Vacant Land,0
7589,32,119,3781.17470509363,5255.83284008015,0,Sports,0
7590,32,120,1409.03279070639,1958.55557908188,0,Leisure/Recreation,0
7591,32,121,1490.0553203674,2071.17689531069,0,Leisure/Recreation,0
7592,32,122,1482.77007390629,2061.05040272975,0,Leisure/Recreation,0
7593,32,123,1269.02129979361,1763.93960671311,0,Leisure/Recreation,0
7594,32,124,2948.1723504503,4097.95956712592,0,Place Of Assembly,0
7595,32,125,2978.31674613284,4139.86027712465,0,Place Of Assembly,0
7596,32,126,1623.14056076892,2256.1653794688,0,Community Use,0
7597,32,127,1609.22214673836,2236.81878396633,0,Place Of Assembly,0
7598,32,128,1658.0323228097,2304.66492870548,0,Community Use,0
7599,32,129,1655.72996545344,2301.46465198029,0,Community Use,0
7600,32,130,1633.71126511546,2270.85865851048,0,Community Use,0
7601,32,131,1875.82588487739,2607.39797997958,0,Place Of Assembly,0
7602,32,132,1835.00072202236,2550.65100361108,0,Leisure/Recreation,0
7603,32,133,1857.0476779135,2581.29627229977,0,Leisure/Recreation,0
7604,32,134,1648.33658207147,2291.18784907934,0,Leisure/Recreation,0
7605,32,135,1698.51931107548,2360.94184239492,0,Leisure/Recreation,0
7606,32,136,2312.21619828749,3213.98051561961,0,Transport,0
7607,32,137,1197.49609431101,1664.51957109231,0,Transport,0
7608,32,138,1771.2024452215,2461.97139885789,0,Transport,0
7609,32,139,4249.87927945276,5907.33219843933,0,Leisure/Recreation,0
7610,32,140,5086.90138078789,7070.79291929517,0,Leisure/Recreation,0
